Name,Result,Course,Country,Institution,Budget,Researched,Political_Phase,Budget_Level,Academic_Level,Continuation,Dataset_Type,Intake_Month,Intake_Year,Intake_Season,Days_Since_First_Intake,Budget_Midpoint,Phase_Number,Result_Band,Budget_Academic_Score,GPA_Academic_Match
STU_1218,2.76,11,5,9,16-20K,1,4,2,1,0,Unstable,7,2024,3,252,18000,4,0,3,0
STU_1219,3.32,16,6,14,16-20K,0,4,2,1,0,Unstable,7,2024,3,259,18000,4,1,3,1
STU_1220,3.36,13,5,9,16-20K,0,4,2,1,0,Unstable,5,2024,2,210,18000,4,1,3,1
STU_1221,3.34,10,2,6,Below 10k,1,4,0,1,1,Unstable,4,2024,2,173,8000,4,1,1,1
STU_1222,3.57,10,7,0,Below 10k,1,4,0,2,0,Unstable,7,2024,3,257,8000,4,2,2,1
STU_1223,3.35,13,5,9,Below 10k,0,4,0,1,0,Unstable,6,2024,2,220,8000,4,1,1,1
STU_1224,3.4,12,3,8,Below 10k,1,4,0,1,0,Unstable,5,2024,2,211,8000,4,2,1,0
STU_1225,3.15,11,5,9,Below 10k,0,4,0,1,0,Unstable,4,2024,2,158,8000,4,1,1,1
STU_1226,3.25,22,3,8,16-20K,0,4,2,1,0,Unstable,6,2024,2,227,18000,4,1,3,1
STU_1227,3.3,4,4,13,10-15K,0,4,1,1,0,Unstable,7,2024,3,251,12500,4,1,2,1
STU_1228,2.78,6,6,1,Below 10k,0,4,0,1,0,Unstable,6,2024,2,237,8000,4,0,1,0
STU_1229,3.15,5,3,8,10-15K,1,4,1,1,1,Unstable,4,2024,2,168,12500,4,1,2,1
STU_1230,3.13,10,2,6,Below 10k,1,4,0,1,0,Unstable,7,2024,3,268,8000,4,1,1,1
STU_1231,3.35,9,2,6,Below 10k,1,4,0,1,0,Unstable,4,2024,2,180,8000,4,1,1,1
STU_1232,3.35,7,7,0,10-15K,0,4,1,1,0,Unstable,7,2024,3,244,12500,4,1,2,1
STU_1233,3.17,2,5,9,Below 10k,0,4,0,1,0,Unstable,7,2024,3,271,8000,4,1,1,1
STU_1234,3.23,5,3,8,16-20K,0,4,2,1,0,Unstable,4,2024,2,162,18000,4,1,3,1
STU_1235,3.9,15,6,3,Below 10k,0,4,0,2,0,Unstable,6,2024,2,218,8000,4,2,2,1
STU_1236,3.24,10,7,0,16-20K,1,4,2,1,1,Unstable,6,2024,2,241,18000,4,1,3,1
STU_1237,2.52,13,0,4,16-20K,1,4,2,1,1,Unstable,4,2024,2,173,18000,4,0,3,0
STU_1238,3.61,19,6,14,10-15K,0,4,1,2,0,Unstable,4,2024,2,160,12500,4,2,3,1
STU_1239,2.58,7,3,8,16-20K,1,4,2,1,0,Unstable,7,2024,3,267,18000,4,0,3,0
STU_1240,3.17,17,2,6,Below 10k,0,4,0,1,0,Unstable,5,2024,2,184,8000,4,1,1,1
STU_1241,2.98,14,4,13,16-20K,0,4,2,1,0,Unstable,7,2024,3,256,18000,4,0,3,0
STU_1242,3.26,9,2,6,10-15K,1,4,1,1,1,Unstable,8,2024,3,277,12500,4,1,2,1
STU_1243,3.29,16,4,13,16-20K,1,4,2,1,1,Unstable,4,2024,2,152,18000,4,1,3,1
STU_1244,2.56,5,3,8,16-20K,0,4,2,1,0,Unstable,6,2024,2,233,18000,4,0,3,0
STU_1245,3.24,12,6,14,10-15K,0,4,1,1,0,Unstable,4,2024,2,163,12500,4,1,2,1
STU_1246,3.3,6,6,10,Below 10k,0,4,0,1,0,Unstable,5,2024,2,184,8000,4,1,1,1
STU_1247,3.32,16,4,13,Below 10k,0,4,0,1,0,Unstable,5,2024,2,192,8000,4,1,1,1
STU_1248,2.39,7,1,11,Below 10k,0,4,0,0,0,Unstable,6,2024,2,221,8000,4,0,0,1
STU_1249,3.3,11,5,9,Below 10k,1,4,0,1,0,Unstable,8,2024,3,276,8000,4,1,1,1
STU_1250,2.59,13,5,9,16-20K,1,4,2,1,1,Unstable,6,2024,2,218,18000,4,0,3,0
STU_1251,2.6,22,3,8,16-20K,1,4,2,1,1,Unstable,4,2024,2,152,18000,4,0,3,0
STU_1252,3.85,21,0,15,10-15K,1,4,1,2,1,Unstable,7,2024,3,247,12500,4,2,3,1
STU_1253,3.23,12,3,8,Below 10k,1,4,0,1,0,Unstable,6,2024,2,234,8000,4,1,1,1
STU_1254,2.58,2,5,9,10-15K,0,4,1,1,0,Unstable,7,2024,3,258,12500,4,0,2,0
STU_1255,3.03,9,2,6,10-15K,1,4,1,1,1,Unstable,4,2024,2,158,12500,4,1,2,1
STU_1256,3.13,6,1,11,10-15K,1,4,1,1,1,Unstable,7,2024,3,272,12500,4,1,2,1
STU_1257,3.17,6,6,14,10-15K,1,4,1,1,1,Unstable,6,2024,2,238,12500,4,1,2,1
STU_1258,3.1,2,5,9,Below 10k,0,4,0,1,0,Unstable,6,2024,2,214,8000,4,1,1,1
STU_1259,2.77,12,3,8,Below 10k,0,4,0,1,0,Unstable,7,2024,3,255,8000,4,0,1,0
STU_1260,2.34,9,7,0,Below 10k,1,4,0,0,0,Unstable,4,2024,2,152,8000,4,0,0,1
STU_1261,3.3,5,3,8,16-20K,0,4,2,1,0,Unstable,6,2024,2,242,18000,4,1,3,1
STU_1262,3.31,16,6,3,10-15K,0,4,1,1,0,Unstable,4,2024,2,155,12500,4,1,2,1
STU_1263,3.31,11,5,9,16-20K,1,4,2,1,1,Unstable,4,2024,2,161,18000,4,1,3,1
STU_1264,3.22,21,0,2,16-20K,1,4,2,1,1,Unstable,6,2024,2,229,18000,4,1,3,1
STU_1265,3.71,12,6,14,16-20K,0,4,2,2,0,Unstable,5,2024,2,195,18000,4,2,4,1
STU_1266,3.3,10,2,6,16-20K,1,4,2,1,1,Unstable,6,2024,2,240,18000,4,1,3,1
STU_1267,3.38,2,5,9,16-20K,0,4,2,1,0,Unstable,6,2024,2,218,18000,4,1,3,1
STU_1268,3.07,9,7,0,10-15K,1,4,1,1,1,Unstable,6,2024,2,233,12500,4,1,2,1
STU_1269,2.01,2,5,9,Below 10k,0,4,0,0,0,Unstable,5,2024,2,212,8000,4,0,0,1
STU_1270,3.56,11,5,9,Below 10k,1,4,0,2,0,Unstable,6,2024,2,217,8000,4,2,2,1
STU_1271,3.11,3,2,6,10-15K,1,4,1,1,1,Unstable,6,2024,2,214,12500,4,1,2,1
STU_1272,3.32,13,0,16,16-20K,1,4,2,1,1,Unstable,8,2024,3,274,18000,4,1,3,1
STU_1273,3.19,7,7,0,Below 10k,1,4,0,1,0,Unstable,5,2024,2,194,8000,4,1,1,1
STU_1274,3.38,6,6,3,10-15K,1,4,1,1,1,Unstable,6,2024,2,228,12500,4,1,2,1
STU_1275,3.23,6,6,1,16-20K,0,4,2,1,0,Unstable,6,2024,2,228,18000,4,1,3,1
STU_1276,3.39,15,6,3,10-15K,1,4,1,1,1,Unstable,5,2024,2,184,12500,4,1,2,1
STU_1277,2.74,7,1,18,16-20K,1,4,2,1,1,Unstable,5,2024,2,188,18000,4,0,3,0
STU_1278,3.25,2,5,9,10-15K,0,4,1,1,1,Unstable,7,2024,3,248,12500,4,1,2,1
STU_1279,3.24,0,7,0,16-20K,1,4,2,1,0,Unstable,6,2024,2,240,18000,4,1,3,1
STU_1280,3.3,12,3,8,16-20K,1,4,2,1,1,Unstable,4,2024,2,156,18000,4,1,3,1
STU_1281,2.67,10,7,0,Below 10k,0,4,0,1,0,Unstable,5,2024,2,182,8000,4,0,1,0
STU_1282,3.29,16,4,13,10-15K,1,4,1,1,1,Unstable,6,2024,2,236,12500,4,1,2,1
STU_1283,3.4,0,7,0,10-15K,0,4,1,1,0,Unstable,4,2024,2,179,12500,4,2,2,0
STU_1284,3.16,3,2,6,10-15K,0,4,1,1,0,Unstable,4,2024,2,163,12500,4,1,2,1
STU_1285,3.26,7,7,0,16-20K,1,4,2,1,1,Unstable,4,2024,2,177,18000,4,1,3,1
STU_1286,3.25,22,3,8,16-20K,0,4,2,1,0,Unstable,5,2024,2,190,18000,4,1,3,1
STU_1287,3.38,1,4,13,10-15K,1,4,1,1,0,Unstable,4,2024,2,159,12500,4,1,2,1
STU_1288,3.23,16,6,14,Below 10k,1,4,0,1,0,Unstable,5,2024,2,185,8000,4,1,1,1
STU_1289,3.22,6,6,1,16-20K,0,4,2,1,0,Unstable,7,2024,3,257,18000,4,1,3,1
STU_1290,3.27,3,2,6,Below 10k,0,4,0,1,0,Unstable,7,2024,3,263,8000,4,1,1,1
STU_1291,2.74,16,6,12,Below 10k,1,4,0,1,0,Unstable,5,2024,2,206,8000,4,0,1,0
STU_1292,3.05,5,1,17,Below 10k,0,4,0,1,1,Unstable,6,2024,2,234,8000,4,1,1,1
STU_1293,3.38,10,2,6,Below 10k,0,4,0,1,0,Unstable,6,2024,2,222,8000,4,1,1,1
STU_1294,3.21,12,6,14,10-15K,0,4,1,1,0,Unstable,6,2024,2,214,12500,4,1,2,1
STU_1295,3.16,0,7,0,16-20K,0,4,2,1,0,Unstable,7,2024,3,243,18000,4,1,3,1
STU_1296,3.26,5,3,8,10-15K,0,4,1,1,0,Unstable,7,2024,3,252,12500,4,1,2,1
STU_1297,3.18,9,0,15,10-15K,0,4,1,1,0,Unstable,8,2024,3,279,12500,4,1,2,1
STU_1298,3.33,22,3,8,Below 10k,1,4,0,1,0,Unstable,6,2024,2,215,8000,4,1,1,1
STU_1299,3.02,0,1,18,Below 10k,1,4,0,1,0,Unstable,4,2024,2,153,8000,4,1,1,1
STU_1300,3.21,5,3,8,16-20K,0,4,2,1,0,Unstable,7,2024,3,257,18000,4,1,3,1
STU_1301,3.27,19,6,12,10-15K,1,4,1,1,1,Unstable,4,2024,2,171,12500,4,1,2,1
STU_1302,2.83,10,2,6,10-15K,0,4,1,1,0,Unstable,7,2024,3,252,12500,4,0,2,0
STU_1303,3.93,7,1,18,10-15K,0,4,1,2,0,Unstable,5,2024,2,183,12500,4,2,3,1
STU_1304,3.16,20,1,18,10-15K,0,4,1,1,0,Unstable,4,2024,2,155,12500,4,1,2,1
STU_1305,3.37,1,4,13,10-15K,1,4,1,1,1,Unstable,5,2024,2,188,12500,4,1,2,1
STU_1306,3.14,2,5,9,16-20K,0,4,2,1,0,Unstable,5,2024,2,182,18000,4,1,3,1
STU_1307,3.32,7,7,0,10-15K,0,4,1,1,1,Unstable,6,2024,2,213,12500,4,1,2,1
STU_1308,3.24,15,6,3,16-20K,1,4,2,1,0,Unstable,6,2024,2,231,18000,4,1,3,1
STU_1309,3.37,5,3,8,16-20K,1,4,2,1,1,Unstable,4,2024,2,161,18000,4,1,3,1
STU_1310,3.36,10,7,0,10-15K,0,4,1,1,0,Unstable,5,2024,2,194,12500,4,1,2,1
STU_1311,3.33,16,6,1,16-20K,1,4,2,1,1,Unstable,5,2024,2,204,18000,4,1,3,1
STU_1312,3.15,0,7,0,10-15K,0,4,1,1,0,Unstable,6,2024,2,240,12500,4,1,2,1
STU_1313,3.16,21,0,16,16-20K,0,4,2,1,0,Unstable,7,2024,3,264,18000,4,1,3,1
STU_1314,3.33,2,5,9,Below 10k,1,4,0,1,0,Unstable,6,2024,2,224,8000,4,1,1,1
STU_1315,3.15,18,0,5,10-15K,1,4,1,1,1,Unstable,5,2024,2,204,12500,4,1,2,1
STU_1316,3.39,9,2,6,10-15K,0,4,1,1,0,Unstable,7,2024,3,257,12500,4,1,2,1
STU_1317,2.25,5,1,18,Below 10k,0,4,0,0,0,Unstable,7,2024,3,272,8000,4,0,0,1
STU_1318,3.4,6,1,17,10-15K,1,4,1,1,1,Unstable,5,2024,2,204,12500,4,2,2,0
STU_1319,2.71,5,1,18,16-20K,1,4,2,1,1,Unstable,8,2024,3,275,18000,4,0,3,0
STU_1320,2.54,20,1,17,Below 10k,1,4,0,1,0,Unstable,4,2024,2,179,8000,4,0,1,0
STU_1321,3.38,6,1,18,Below 10k,0,4,0,1,0,Unstable,4,2024,2,170,8000,4,1,1,1
STU_1322,3.24,9,7,0,Below 10k,0,4,0,1,0,Unstable,4,2024,2,173,8000,4,1,1,1
STU_1323,3.18,5,0,2,16-20K,0,4,2,1,0,Unstable,7,2024,3,243,18000,4,1,3,1
STU_1324,3.36,7,7,0,10-15K,1,4,1,1,1,Unstable,7,2024,3,264,12500,4,1,2,1
STU_1325,2.65,6,1,17,Below 10k,1,4,0,1,0,Unstable,4,2024,2,171,8000,4,0,1,0
STU_1326,3.13,5,0,4,Below 10k,0,4,0,1,0,Unstable,4,2024,2,163,8000,4,1,1,1
STU_1327,3.34,4,4,13,Below 10k,0,4,0,1,0,Unstable,8,2024,3,276,8000,4,1,1,1
STU_1328,3.26,17,2,6,16-20K,0,4,2,1,0,Unstable,4,2024,2,152,18000,4,1,3,1
STU_1329,3.18,0,7,0,10-15K,0,4,1,1,0,Unstable,5,2024,2,212,12500,4,1,2,1
STU_1330,3.37,6,1,17,16-20K,0,4,2,1,0,Unstable,8,2024,3,274,18000,4,1,3,1
STU_1331,3.11,19,6,3,10-15K,0,4,1,1,0,Unstable,5,2024,2,205,12500,4,1,2,1
STU_1332,3.23,1,4,13,Below 10k,1,4,0,1,0,Unstable,5,2024,2,192,8000,4,1,1,1
STU_1333,2.83,4,4,13,10-15K,0,4,1,1,0,Unstable,7,2024,3,246,12500,4,0,2,0
STU_1334,3.27,21,0,5,Below 10k,0,4,0,1,0,Unstable,5,2024,2,197,8000,4,1,1,1
STU_1335,2.67,13,0,4,16-20K,0,4,2,1,0,Unstable,8,2024,3,277,18000,4,0,3,0
STU_1336,3.37,6,1,17,Below 10k,0,4,0,1,0,Unstable,7,2024,3,253,8000,4,1,1,1
STU_1337,3.16,11,5,9,10-15K,1,4,1,1,0,Unstable,5,2024,2,204,12500,4,1,2,1
STU_1338,3.2,9,2,6,Below 10k,1,4,0,1,0,Unstable,7,2024,3,251,8000,4,1,1,1
STU_1339,3.33,11,5,9,Below 10k,1,4,0,1,0,Unstable,7,2024,3,273,8000,4,1,1,1
STU_1340,3.33,13,0,5,10-15K,0,4,1,1,0,Unstable,7,2024,3,272,12500,4,1,2,1
STU_1341,3.29,13,0,5,10-15K,0,4,1,1,0,Unstable,6,2024,2,233,12500,4,1,2,1
STU_1342,3.39,1,4,13,10-15K,0,4,1,1,0,Unstable,5,2024,2,210,12500,4,1,2,1
STU_1343,3.24,7,1,17,10-15K,1,4,1,1,1,Unstable,6,2024,2,241,12500,4,1,2,1
STU_1344,3.29,14,4,13,Below 10k,0,4,0,1,0,Unstable,5,2024,2,185,8000,4,1,1,1
STU_1345,3.21,7,3,8,Below 10k,1,4,0,1,0,Unstable,4,2024,2,165,8000,4,1,1,1
STU_1346,3.16,2,5,9,16-20K,0,4,2,1,0,Unstable,5,2024,2,212,18000,4,1,3,1
STU_1347,2.85,19,6,14,Below 10k,0,4,0,1,0,Unstable,4,2024,2,162,8000,4,0,1,0
STU_1348,3.19,11,5,9,10-15K,0,4,1,1,0,Unstable,5,2024,2,206,12500,4,1,2,1
STU_1349,3.36,0,1,17,Below 10k,0,4,0,1,0,Unstable,5,2024,2,186,8000,4,1,1,1
STU_1350,2.61,4,4,13,16-20K,0,4,2,1,0,Unstable,6,2024,2,221,18000,4,0,3,0
STU_1351,3.27,10,7,0,16-20K,0,4,2,1,0,Unstable,8,2024,3,279,18000,4,1,3,1
STU_1352,2.76,11,5,9,16-20K,1,4,2,1,1,Unstable,6,2024,2,226,18000,4,0,3,0
STU_1353,3.37,8,7,0,Below 10k,0,4,0,1,0,Unstable,6,2024,2,235,8000,4,1,1,1
STU_1354,2.98,0,7,0,10-15K,0,4,1,1,0,Unstable,6,2024,2,233,12500,4,0,2,0
STU_1355,2.97,13,5,9,10-15K,1,4,1,1,1,Unstable,5,2024,2,193,12500,4,0,2,0
STU_1356,3.2,8,7,0,Below 10k,1,4,0,1,0,Unstable,5,2024,2,190,8000,4,1,1,1
STU_1357,3.14,5,0,4,Below 10k,0,4,0,1,0,Unstable,6,2024,2,231,8000,4,1,1,1
STU_1358,3.29,21,0,5,Below 10k,1,4,0,1,0,Unstable,4,2024,2,164,8000,4,1,1,1
STU_1359,3.3,16,4,13,16-20K,0,4,2,1,0,Unstable,4,2024,2,171,18000,4,1,3,1
STU_1360,3.31,6,1,11,16-20K,0,4,2,1,0,Unstable,7,2024,3,244,18000,4,1,3,1
STU_1361,3.32,16,4,13,10-15K,1,4,1,1,1,Unstable,6,2024,2,223,12500,4,1,2,1
STU_1362,3.26,1,4,13,10-15K,1,4,1,1,1,Unstable,6,2024,2,219,12500,4,1,2,1
STU_1363,3.16,13,0,5,10-15K,0,4,1,1,0,Unstable,4,2024,2,172,12500,4,1,2,1
STU_1364,3.16,11,5,9,10-15K,1,4,1,1,1,Unstable,5,2024,2,211,12500,4,1,2,1
STU_1365,3.3,15,6,3,Below 10k,1,4,0,1,0,Unstable,6,2024,2,241,8000,4,1,1,1
STU_1366,3.12,13,5,9,10-15K,1,4,1,1,1,Unstable,6,2024,2,234,12500,4,1,2,1
STU_1367,2.67,22,3,8,16-20K,1,4,2,1,1,Unstable,6,2024,2,217,18000,4,0,3,0
STU_1368,3.11,5,0,2,16-20K,0,4,2,1,0,Unstable,7,2024,3,271,18000,4,1,3,1
STU_1369,3.14,8,7,0,10-15K,1,4,1,1,0,Unstable,4,2024,2,170,12500,4,1,2,1
STU_1370,3.36,7,3,8,Below 10k,1,4,0,1,0,Unstable,4,2024,2,164,8000,4,1,1,1
STU_1371,3.25,13,0,5,Below 10k,1,4,0,1,0,Unstable,4,2024,2,174,8000,4,1,1,1
STU_1372,3.15,2,5,9,16-20K,0,4,2,1,1,Unstable,7,2024,3,268,18000,4,1,3,1
STU_1373,3.4,21,0,16,10-15K,0,4,1,1,0,Unstable,5,2024,2,197,12500,4,2,2,0
STU_1374,3.18,21,0,2,16-20K,1,4,2,1,1,Unstable,5,2024,2,197,18000,4,1,3,1
STU_1375,3.14,7,7,0,Below 10k,0,4,0,1,0,Unstable,5,2024,2,194,8000,4,1,1,1
STU_1376,3.11,12,3,8,16-20K,1,4,2,1,1,Unstable,6,2024,2,227,18000,4,1,3,1
STU_1377,3.26,15,6,14,10-15K,0,4,1,1,0,Unstable,7,2024,3,265,12500,4,1,2,1
STU_1378,2.86,5,0,15,10-15K,1,4,1,1,0,Unstable,7,2024,3,269,12500,4,0,2,0
STU_1379,3.84,17,2,6,10-15K,0,4,1,2,0,Unstable,4,2024,2,162,12500,4,2,3,1
STU_1380,3.37,9,7,0,Below 10k,0,4,0,1,0,Unstable,7,2024,3,258,8000,4,1,1,1
STU_1381,3.31,20,1,17,10-15K,1,4,1,1,1,Unstable,8,2024,3,274,12500,4,1,2,1
STU_1382,2.64,5,1,17,10-15K,0,4,1,1,0,Unstable,5,2024,2,194,12500,4,0,2,0
STU_1383,2.61,3,2,6,Below 10k,1,4,0,1,0,Unstable,6,2024,2,222,8000,4,0,1,0
STU_1384,3.13,14,4,13,10-15K,1,4,1,1,1,Unstable,5,2024,2,198,12500,4,1,2,1
STU_1385,3.25,8,7,0,Below 10k,1,4,0,1,0,Unstable,5,2024,2,195,8000,4,1,1,1
STU_1386,2.57,3,2,6,10-15K,0,4,1,1,0,Unstable,6,2024,2,239,12500,4,0,2,0
STU_1387,3.82,13,5,9,Below 10k,1,4,0,2,0,Unstable,7,2024,3,262,8000,4,2,2,1
STU_1388,3.16,9,0,15,Below 10k,1,4,0,1,0,Unstable,6,2024,2,214,8000,4,1,1,1
STU_1389,3.23,13,5,9,Below 10k,0,4,0,1,0,Unstable,6,2024,2,240,8000,4,1,1,1
STU_1390,3.15,2,5,9,10-15K,0,4,1,1,0,Unstable,5,2024,2,193,12500,4,1,2,1
STU_1391,3.15,22,3,8,Below 10k,0,4,0,1,0,Unstable,5,2024,2,189,8000,4,1,1,1
STU_1392,3.35,16,4,13,Below 10k,1,4,0,1,0,Unstable,5,2024,2,198,8000,4,1,1,1
STU_1393,3.31,5,1,18,10-15K,0,4,1,1,0,Unstable,6,2024,2,233,12500,4,1,2,1
STU_1394,3.83,6,6,1,10-15K,0,4,1,2,0,Unstable,5,2024,2,203,12500,4,2,3,1
STU_1395,2.89,5,1,18,10-15K,1,4,1,1,1,Unstable,7,2024,3,266,12500,4,0,2,0
STU_1396,3.36,9,7,0,10-15K,0,4,1,1,0,Unstable,7,2024,3,258,12500,4,1,2,1
STU_1397,3.11,2,5,9,10-15K,1,4,1,1,0,Unstable,7,2024,3,264,12500,4,1,2,1
STU_1398,3.38,6,6,12,16-20K,1,4,2,1,1,Unstable,5,2024,2,201,18000,4,1,3,1
STU_1399,3.38,5,1,18,10-15K,1,4,1,1,1,Unstable,6,2024,2,223,12500,4,1,2,1
STU_1400,2.96,7,1,11,Below 10k,1,4,0,1,0,Unstable,4,2024,2,162,8000,4,0,1,0
STU_1401,3.23,0,1,11,10-15K,0,4,1,1,0,Unstable,5,2024,2,186,12500,4,1,2,1
STU_1402,2.59,1,4,13,10-15K,0,4,1,1,0,Unstable,6,2024,2,234,12500,4,0,2,0
STU_1403,2.79,13,5,9,10-15K,1,4,1,1,1,Unstable,6,2024,2,222,12500,4,0,2,0
STU_1404,3.35,16,6,1,10-15K,1,4,1,1,1,Unstable,5,2024,2,191,12500,4,1,2,1
STU_1405,3.14,12,6,10,Below 10k,0,4,0,1,0,Unstable,4,2024,2,167,8000,4,1,1,1
STU_1406,3.23,14,4,13,16-20K,1,4,2,1,1,Unstable,4,2024,2,154,18000,4,1,3,1
STU_1407,3.11,7,3,8,16-20K,1,4,2,1,1,Unstable,5,2024,2,191,18000,4,1,3,1
STU_1408,3.32,7,1,17,16-20K,0,4,2,1,0,Unstable,7,2024,3,263,18000,4,1,3,1
STU_1409,3.28,6,1,18,10-15K,0,4,1,1,0,Unstable,7,2024,3,270,12500,4,1,2,1
STU_1410,3.25,10,7,0,10-15K,1,4,1,1,1,Unstable,4,2024,2,162,12500,4,1,2,1
STU_1411,3.14,5,0,16,Below 10k,0,4,0,1,0,Unstable,8,2024,3,278,8000,4,1,1,1
STU_1412,2.92,5,3,8,16-20K,1,4,2,1,1,Unstable,7,2024,3,243,18000,4,0,3,0
STU_1413,3.39,12,6,14,10-15K,0,4,1,1,0,Unstable,7,2024,3,258,12500,4,1,2,1
STU_1414,3.16,20,1,11,10-15K,0,4,1,1,0,Unstable,6,2024,2,228,12500,4,1,2,1
STU_1415,3.12,10,7,0,10-15K,1,4,1,1,1,Unstable,8,2024,3,276,12500,4,1,2,1
STU_1416,3.12,17,2,6,10-15K,1,4,1,1,1,Unstable,4,2024,2,154,12500,4,1,2,1
STU_1417,2.73,5,3,8,10-15K,1,4,1,1,1,Unstable,5,2024,2,189,12500,4,0,2,0
STU_1418,3.27,7,1,17,Below 10k,0,4,0,1,0,Unstable,8,2024,3,276,8000,4,1,1,1
STU_1419,3.33,8,7,0,10-15K,1,4,1,1,1,Unstable,5,2024,2,196,12500,4,1,2,1
STU_1420,3.27,13,0,4,16-20K,1,4,2,1,1,Unstable,8,2024,3,278,18000,4,1,3,1
STU_1421,3.18,2,5,9,16-20K,1,4,2,1,1,Unstable,7,2024,3,261,18000,4,1,3,1
STU_1422,3.23,9,2,6,16-20K,1,4,2,1,1,Unstable,7,2024,3,272,18000,4,1,3,1
STU_1423,3.69,16,6,12,10-15K,0,4,1,2,0,Unstable,6,2024,2,225,12500,4,2,3,1
STU_1424,3.38,13,0,5,10-15K,1,4,1,1,1,Unstable,7,2024,3,244,12500,4,1,2,1
STU_1425,2.57,22,3,8,Below 10k,1,4,0,1,0,Unstable,7,2024,3,258,8000,4,0,1,0
STU_1426,2.93,12,3,8,16-20K,0,4,2,1,0,Unstable,7,2024,3,266,18000,4,0,3,0
STU_1427,3.74,7,3,8,Below 10k,0,4,0,2,0,Unstable,6,2024,2,221,8000,4,2,2,1
STU_1428,3.36,5,3,8,16-20K,1,4,2,1,1,Unstable,6,2024,2,214,18000,4,1,3,1
STU_1429,3.3,19,6,10,Below 10k,0,4,0,1,0,Unstable,5,2024,2,191,8000,4,1,1,1
STU_1430,2.66,11,5,9,Below 10k,0,4,0,1,0,Unstable,4,2024,2,179,8000,4,0,1,0
STU_1431,3.39,10,2,6,Below 10k,0,4,0,1,0,Unstable,7,2024,3,264,8000,4,1,1,1
STU_1432,3.12,13,5,9,16-20K,0,4,2,1,0,Unstable,5,2024,2,207,18000,4,1,3,1
STU_1433,3.32,0,1,11,10-15K,1,4,1,1,1,Unstable,8,2024,3,276,12500,4,1,2,1
STU_1434,3.29,3,2,6,16-20K,0,4,2,1,0,Unstable,4,2024,2,152,18000,4,1,3,1
STU_1435,3.16,9,7,0,10-15K,1,4,1,1,1,Unstable,5,2024,2,186,12500,4,1,2,1
STU_1436,3.11,7,3,8,Below 10k,0,4,0,1,0,Unstable,4,2024,2,170,8000,4,1,1,1
STU_1437,3.15,7,7,0,Below 10k,1,4,0,1,0,Unstable,7,2024,3,273,8000,4,1,1,1
STU_1438,3.12,10,2,6,16-20K,1,4,2,1,1,Unstable,7,2024,3,244,18000,4,1,3,1
STU_1439,3.17,14,4,13,16-20K,1,4,2,1,1,Unstable,7,2024,3,259,18000,4,1,3,1
STU_1440,2.95,16,4,13,10-15K,1,4,1,1,1,Unstable,4,2024,2,177,12500,4,0,2,0
STU_1441,3.27,18,0,2,10-15K,1,4,1,1,1,Unstable,6,2024,2,227,12500,4,1,2,1
STU_1442,3.24,7,7,0,10-15K,1,4,1,1,1,Unstable,7,2024,3,252,12500,4,1,2,1
STU_1443,2.58,14,4,13,10-15K,0,4,1,1,0,Unstable,5,2024,2,206,12500,4,0,2,0
