Name,Result,Course,Country,Institution,Budget,Researched,Political_Phase,Budget_Level,Academic_Level,Continuation,Dataset_Type,Intake_Month,Intake_Year,Intake_Season,Days_Since_First_Intake,Budget_Midpoint,Phase_Number,Result_Band,Budget_Academic_Score,GPA_Academic_Match
STU_2435,3.21,16,4,13,Below 10k,0,0,0,1,0,Transitional,4,2026,2,902,8000,3,1,1,1
STU_2436,3.38,7,1,18,10-15K,0,0,1,1,0,Transitional,6,2026,2,951,12500,3,1,2,1
STU_2437,3.32,15,6,14,10-15K,1,0,1,1,0,Transitional,6,2026,2,968,12500,3,1,2,1
STU_2438,3.61,12,6,1,16-20K,0,0,2,2,0,Transitional,5,2026,2,925,18000,3,2,4,1
STU_2439,3.18,16,6,1,16-20K,1,0,2,1,1,Transitional,6,2026,2,951,18000,3,1,3,1
STU_2440,2.84,6,1,11,16-20K,0,0,2,1,0,Transitional,6,2026,2,943,18000,3,0,3,0
STU_2441,2.7,3,2,6,10-15K,1,0,1,1,1,Transitional,2,2026,1,837,12500,3,0,2,0
STU_2442,3.48,6,6,12,10-15K,1,0,1,1,0,Transitional,4,2026,2,897,12500,3,2,2,0
STU_2443,3.32,0,7,0,10-15K,1,0,1,1,0,Transitional,3,2026,1,868,12500,3,1,2,1
STU_2444,2.98,11,5,9,Below 10k,0,0,0,1,0,Transitional,3,2026,1,860,8000,3,0,1,0
STU_2445,3.18,9,0,2,16-20K,1,0,2,1,1,Transitional,6,2026,2,955,18000,3,1,3,1
STU_2446,3.13,20,1,17,Below 10k,0,0,0,1,0,Transitional,3,2026,1,851,8000,3,1,1,1
STU_2447,3.29,17,2,6,10-15K,0,0,1,1,0,Transitional,5,2026,2,939,12500,3,1,2,1
STU_2448,3.32,13,0,15,Below 10k,0,0,0,1,0,Transitional,6,2026,2,960,8000,3,1,1,1
STU_2449,2.52,22,3,8,16-20K,0,0,2,1,0,Transitional,6,2026,2,959,18000,3,0,3,0
STU_2450,3.42,10,2,6,Below 10k,0,0,0,1,0,Transitional,4,2026,2,882,8000,3,2,1,0
STU_2451,3.44,16,6,10,16-20K,0,0,2,1,0,Transitional,6,2026,2,972,18000,3,2,3,0
STU_2452,3.37,10,2,6,10-15K,0,0,1,1,0,Transitional,4,2026,2,894,12500,3,1,2,1
STU_2453,3.24,5,0,5,Below 10k,0,0,0,1,0,Transitional,5,2026,2,942,8000,3,1,1,1
STU_2454,3.36,11,5,9,Below 10k,0,0,0,1,0,Transitional,3,2026,1,862,8000,3,1,1,1
STU_2455,3.04,11,5,9,16-20K,1,0,2,1,1,Transitional,3,2026,1,866,18000,3,1,3,1
STU_2456,3.49,18,0,2,Below 10k,1,0,0,1,0,Transitional,6,2026,2,970,8000,3,2,1,0
STU_2457,3.2,12,6,14,Below 10k,0,0,0,1,0,Transitional,2,2026,1,823,8000,3,1,1,1
STU_2458,3.24,6,1,18,10-15K,0,0,1,1,0,Transitional,2,2026,1,829,12500,3,1,2,1
STU_2459,3.15,4,4,13,Below 10k,1,0,0,1,0,Transitional,2,2026,1,830,8000,3,1,1,1
STU_2460,3.45,4,4,13,Below 10k,1,0,0,1,0,Transitional,6,2026,2,964,8000,3,2,1,0
STU_2461,2.76,13,5,9,16-20K,1,0,2,1,1,Transitional,6,2026,2,945,18000,3,0,3,0
STU_2462,3.65,9,2,6,Below 10k,1,0,0,2,0,Transitional,4,2026,2,882,8000,3,2,2,1
STU_2463,3.22,13,5,9,Below 10k,0,0,0,1,0,Transitional,5,2026,2,923,8000,3,1,1,1
STU_2464,2.62,18,0,4,Below 10k,0,0,0,1,0,Transitional,3,2026,1,867,8000,3,0,1,0
STU_2465,3.2,16,4,13,16-20K,0,0,2,1,0,Transitional,2,2026,1,850,18000,3,1,3,1
STU_2466,2.63,11,5,9,16-20K,0,0,2,1,1,Transitional,5,2026,2,929,18000,3,0,3,0
STU_2467,3.35,22,3,8,Below 10k,1,0,0,1,0,Transitional,2,2026,1,850,8000,3,1,1,1
STU_2468,2.73,16,4,13,16-20K,1,0,2,1,0,Transitional,3,2026,1,853,18000,3,0,3,0
STU_2469,3.28,14,4,13,10-15K,1,0,1,1,0,Transitional,6,2026,2,949,12500,3,1,2,1
STU_2470,3.11,14,4,13,Below 10k,1,0,0,1,0,Transitional,2,2026,1,826,8000,3,1,1,1
STU_2471,3.62,0,1,17,10-15K,0,0,1,2,0,Transitional,2,2026,1,847,12500,3,2,3,1
STU_2472,3.68,22,3,8,Below 10k,1,0,0,2,0,Transitional,3,2026,1,853,8000,3,2,2,1
STU_2473,3.43,7,7,0,Below 10k,0,0,0,1,0,Transitional,2,2026,1,836,8000,3,2,1,0
STU_2474,3.31,10,2,6,16-20K,0,0,2,1,0,Transitional,4,2026,2,900,18000,3,1,3,1
STU_2475,3.11,13,5,9,16-20K,0,0,2,1,0,Transitional,6,2026,2,961,18000,3,1,3,1
STU_2476,3.24,14,4,13,Below 10k,0,0,0,1,1,Transitional,2,2026,1,841,8000,3,1,1,1
STU_2477,3.43,5,0,15,10-15K,1,0,1,1,0,Transitional,2,2026,1,835,12500,3,2,2,0
STU_2478,3.13,12,3,8,16-20K,0,0,2,1,1,Transitional,6,2026,2,963,18000,3,1,3,1
STU_2479,3.15,13,5,9,Below 10k,1,0,0,1,0,Transitional,2,2026,1,848,8000,3,1,1,1
STU_2480,3.36,16,4,13,10-15K,0,0,1,1,0,Transitional,4,2026,2,905,12500,3,1,2,1
STU_2481,3.8,13,5,9,10-15K,1,0,1,2,1,Transitional,4,2026,2,892,12500,3,2,3,1
STU_2482,3.46,14,4,13,10-15K,0,0,1,1,1,Transitional,2,2026,1,832,12500,3,2,2,0
STU_2483,3.24,10,7,0,10-15K,0,0,1,1,0,Transitional,6,2026,2,971,12500,3,1,2,1
STU_2484,3.17,5,3,8,16-20K,1,0,2,1,1,Transitional,4,2026,2,906,18000,3,1,3,1
STU_2485,2.99,0,7,0,16-20K,1,0,2,1,1,Transitional,3,2026,1,861,18000,3,0,3,0
STU_2486,3.36,3,2,6,Below 10k,1,0,0,1,0,Transitional,3,2026,1,881,8000,3,1,1,1
STU_2487,3.34,21,0,16,10-15K,0,0,1,1,0,Transitional,2,2026,1,849,12500,3,1,2,1
STU_2488,3.56,9,2,6,16-20K,0,0,2,2,0,Transitional,3,2026,1,857,18000,3,2,4,1
STU_2489,3.4,5,0,15,Below 10k,1,0,0,1,0,Transitional,5,2026,2,923,8000,3,2,1,0
STU_2490,3.17,8,7,0,16-20K,0,0,2,1,0,Transitional,6,2026,2,949,18000,3,1,3,1
STU_2491,2.81,1,4,13,10-15K,0,0,1,1,0,Transitional,3,2026,1,855,12500,3,0,2,0
STU_2492,2.9,9,7,0,10-15K,1,0,1,1,1,Transitional,3,2026,1,869,12500,3,0,2,0
STU_2493,2.77,16,4,13,10-15K,1,0,1,1,0,Transitional,6,2026,2,970,12500,3,0,2,0
STU_2494,3.22,16,6,10,16-20K,1,0,2,1,1,Transitional,2,2026,1,836,18000,3,1,3,1
STU_2495,3.25,13,5,9,10-15K,0,0,1,1,1,Transitional,4,2026,2,901,12500,3,1,2,1
STU_2496,3.56,0,1,18,16-20K,0,0,2,2,0,Transitional,4,2026,2,892,18000,3,2,4,1
STU_2497,2.67,6,6,12,16-20K,0,0,2,1,0,Transitional,4,2026,2,901,18000,3,0,3,0
STU_2498,2.88,10,2,6,Below 10k,1,0,0,1,0,Transitional,2,2026,1,823,8000,3,0,1,0
STU_2499,3.75,16,6,3,Below 10k,0,0,0,2,0,Transitional,6,2026,2,953,8000,3,2,2,1
STU_2500,3.23,13,0,15,16-20K,0,0,2,1,0,Transitional,2,2026,1,838,18000,3,1,3,1
STU_2501,3.38,16,4,13,Below 10k,0,0,0,1,0,Transitional,3,2026,1,873,8000,3,1,1,1
STU_2502,3.2,13,5,9,10-15K,0,0,1,1,0,Transitional,3,2026,1,853,12500,3,1,2,1
STU_2503,3.46,11,5,9,10-15K,1,0,1,1,0,Transitional,3,2026,1,878,12500,3,2,2,0
STU_2504,3.12,0,1,17,10-15K,0,0,1,1,0,Transitional,2,2026,1,832,12500,3,1,2,1
STU_2505,3.39,2,5,9,Below 10k,1,0,0,1,0,Transitional,5,2026,2,918,8000,3,1,1,1
STU_2506,3.53,13,0,2,10-15K,1,0,1,2,0,Transitional,4,2026,2,882,12500,3,2,3,1
STU_2507,3.25,5,3,8,10-15K,0,0,1,1,0,Transitional,2,2026,1,837,12500,3,1,2,1
STU_2508,3.29,14,4,13,16-20K,1,0,2,1,1,Transitional,3,2026,1,869,18000,3,1,3,1
STU_2509,3.42,5,0,5,16-20K,1,0,2,1,0,Transitional,4,2026,2,896,18000,3,2,3,0
STU_2510,3.73,16,6,10,10-15K,0,0,1,2,0,Transitional,6,2026,2,948,12500,3,2,3,1
STU_2511,3.3,15,6,10,Below 10k,0,0,0,1,0,Transitional,2,2026,1,834,8000,3,1,1,1
STU_2512,3.36,10,7,0,10-15K,1,0,1,1,1,Transitional,6,2026,2,947,12500,3,1,2,1
STU_2513,3.35,13,0,15,Below 10k,1,0,0,1,0,Transitional,2,2026,1,825,8000,3,1,1,1
STU_2514,3.38,7,7,0,10-15K,0,0,1,1,0,Transitional,2,2026,1,848,12500,3,1,2,1
STU_2515,2.76,3,2,6,Below 10k,1,0,0,1,0,Transitional,4,2026,2,893,8000,3,0,1,0
STU_2516,3.44,13,5,9,16-20K,0,0,2,1,0,Transitional,6,2026,2,957,18000,3,2,3,0
STU_2517,2.71,16,6,1,16-20K,0,0,2,1,0,Transitional,4,2026,2,892,18000,3,0,3,0
STU_2518,3.3,12,6,3,16-20K,1,0,2,1,1,Transitional,4,2026,2,902,18000,3,1,3,1
STU_2519,3.45,7,3,8,16-20K,1,0,2,1,1,Transitional,3,2026,1,876,18000,3,2,3,0
STU_2520,3.44,10,2,6,Below 10k,0,0,0,1,0,Transitional,4,2026,2,890,8000,3,2,1,0
STU_2521,3.24,16,4,13,Below 10k,0,0,0,1,0,Transitional,3,2026,1,854,8000,3,1,1,1
STU_2522,3.17,7,7,0,10-15K,0,0,1,1,0,Transitional,3,2026,1,869,12500,3,1,2,1
STU_2523,3.47,16,4,13,10-15K,0,0,1,1,0,Transitional,3,2026,1,855,12500,3,2,2,0
STU_2524,3.37,3,2,6,Below 10k,0,0,0,1,0,Transitional,6,2026,2,955,8000,3,1,1,1
STU_2525,3.75,6,6,10,16-20K,0,0,2,2,0,Transitional,5,2026,2,926,18000,3,2,4,1
STU_2526,3.1,1,4,13,10-15K,0,0,1,1,0,Transitional,5,2026,2,919,12500,3,1,2,1
STU_2527,3.27,21,0,2,10-15K,1,0,1,1,0,Transitional,4,2026,2,898,12500,3,1,2,1
STU_2528,3.3,5,1,18,Below 10k,0,0,0,1,0,Transitional,2,2026,1,826,8000,3,1,1,1
STU_2529,3.48,6,6,14,Below 10k,0,0,0,1,0,Transitional,3,2026,1,854,8000,3,2,1,0
STU_2530,3.11,7,7,0,10-15K,1,0,1,1,0,Transitional,4,2026,2,906,12500,3,1,2,1
STU_2531,3.49,22,3,8,16-20K,0,0,2,1,0,Transitional,4,2026,2,887,18000,3,2,3,0
STU_2532,3.54,21,0,2,10-15K,0,0,1,2,0,Transitional,2,2026,1,823,12500,3,2,3,1
STU_2533,2.84,9,2,6,10-15K,0,0,1,1,0,Transitional,2,2026,1,846,12500,3,0,2,0
STU_2534,3.25,8,7,0,10-15K,1,0,1,1,0,Transitional,3,2026,1,868,12500,3,1,2,1
STU_2535,3.28,9,2,6,Below 10k,0,0,0,1,0,Transitional,5,2026,2,921,8000,3,1,1,1
STU_2536,3.41,2,5,9,16-20K,1,0,2,1,1,Transitional,3,2026,1,857,18000,3,2,3,0
STU_2537,3.36,7,3,8,16-20K,1,0,2,1,1,Transitional,3,2026,1,851,18000,3,1,3,1
STU_2538,3.88,6,6,14,Below 10k,1,0,0,2,0,Transitional,5,2026,2,916,8000,3,2,2,1
STU_2539,3.14,12,3,8,Below 10k,1,0,0,1,0,Transitional,3,2026,1,872,8000,3,1,1,1
STU_2540,3.35,2,5,9,16-20K,0,0,2,1,0,Transitional,2,2026,1,847,18000,3,1,3,1
STU_2541,2.88,5,3,8,Below 10k,1,0,0,1,0,Transitional,5,2026,2,920,8000,3,0,1,0
STU_2542,3.36,4,4,13,16-20K,1,0,2,1,0,Transitional,6,2026,2,946,18000,3,1,3,1
STU_2543,3.7,6,6,1,10-15K,0,0,1,2,0,Transitional,6,2026,2,947,12500,3,2,3,1
STU_2544,3.22,4,4,13,Below 10k,1,0,0,1,0,Transitional,6,2026,2,962,8000,3,1,1,1
STU_2545,3.34,16,6,1,10-15K,1,0,1,1,0,Transitional,5,2026,2,936,12500,3,1,2,1
STU_2546,3.47,10,7,0,16-20K,0,0,2,1,0,Transitional,4,2026,2,900,18000,3,2,3,0
STU_2547,3.48,17,2,6,16-20K,1,0,2,1,1,Transitional,4,2026,2,890,18000,3,2,3,0
STU_2548,3.12,1,4,13,Below 10k,1,0,0,1,0,Transitional,2,2026,1,827,8000,3,1,1,1
STU_2549,3.31,2,5,9,16-20K,1,0,2,1,1,Transitional,3,2026,1,869,18000,3,1,3,1
STU_2550,3.49,5,1,11,16-20K,0,0,2,1,0,Transitional,5,2026,2,918,18000,3,2,3,0
STU_2551,3.46,15,6,1,10-15K,1,0,1,1,1,Transitional,4,2026,2,909,12500,3,2,2,0
STU_2552,3.42,13,0,16,10-15K,1,0,1,1,0,Transitional,4,2026,2,885,12500,3,2,2,0
STU_2553,3.45,22,3,8,10-15K,0,0,1,1,0,Transitional,5,2026,2,923,12500,3,2,2,0
STU_2554,3.24,13,5,9,10-15K,0,0,1,1,0,Transitional,4,2026,2,885,12500,3,1,2,1
STU_2555,3.46,2,5,9,10-15K,0,0,1,1,0,Transitional,2,2026,1,826,12500,3,2,2,0
STU_2556,3.38,6,6,1,16-20K,1,0,2,1,0,Transitional,3,2026,1,852,18000,3,1,3,1
STU_2557,3.29,20,1,18,Below 10k,1,0,0,1,0,Transitional,3,2026,1,874,8000,3,1,1,1
STU_2558,3.25,7,7,0,10-15K,0,0,1,1,0,Transitional,6,2026,2,963,12500,3,1,2,1
STU_2559,3.36,11,5,9,16-20K,0,0,2,1,0,Transitional,4,2026,2,888,18000,3,1,3,1
STU_2560,3.23,16,4,13,Below 10k,0,0,0,1,0,Transitional,6,2026,2,970,8000,3,1,1,1
STU_2561,3.37,5,1,11,10-15K,1,0,1,1,0,Transitional,3,2026,1,862,12500,3,1,2,1
STU_2562,3.04,18,0,4,Below 10k,0,0,0,1,0,Transitional,3,2026,1,877,8000,3,1,1,1
STU_2563,3.18,1,4,13,Below 10k,1,0,0,1,0,Transitional,4,2026,2,889,8000,3,1,1,1
STU_2564,3.34,2,5,9,16-20K,0,0,2,1,0,Transitional,5,2026,2,942,18000,3,1,3,1
STU_2565,2.6,4,4,13,16-20K,0,0,2,1,0,Transitional,2,2026,1,844,18000,3,0,3,0
STU_2566,3.25,12,3,8,10-15K,0,0,1,1,0,Transitional,6,2026,2,947,12500,3,1,2,1
STU_2567,3.53,16,4,13,16-20K,1,0,2,2,1,Transitional,4,2026,2,888,18000,3,2,4,1
STU_2568,3.48,9,2,6,10-15K,1,0,1,1,0,Transitional,5,2026,2,919,12500,3,2,2,0
STU_2569,3.12,6,1,11,Below 10k,0,0,0,1,0,Transitional,4,2026,2,884,8000,3,1,1,1
STU_2570,2.91,7,3,8,10-15K,0,0,1,1,0,Transitional,6,2026,2,955,12500,3,0,2,0
STU_2571,3.46,9,0,5,16-20K,0,0,2,1,0,Transitional,6,2026,2,969,18000,3,2,3,0
STU_2572,2.98,14,4,13,Below 10k,1,0,0,1,0,Transitional,3,2026,1,852,8000,3,0,1,0
STU_2573,3.38,8,7,0,16-20K,1,0,2,1,0,Transitional,3,2026,1,873,18000,3,1,3,1
STU_2574,3.21,5,0,4,16-20K,0,0,2,1,0,Transitional,6,2026,2,946,18000,3,1,3,1
STU_2575,3.64,22,3,8,Below 10k,0,0,0,2,0,Transitional,3,2026,1,869,8000,3,2,2,1
STU_2576,3.88,10,7,0,16-20K,0,0,2,2,0,Transitional,4,2026,2,894,18000,3,2,4,1
STU_2577,3.26,19,6,10,10-15K,1,0,1,1,0,Transitional,5,2026,2,937,12500,3,1,2,1
STU_2578,3.38,6,6,12,Below 10k,0,0,0,1,0,Transitional,4,2026,2,887,8000,3,1,1,1
STU_2579,3.18,17,2,6,Below 10k,1,0,0,1,0,Transitional,3,2026,1,854,8000,3,1,1,1
STU_2580,3.28,14,4,13,16-20K,1,0,2,1,0,Transitional,2,2026,1,826,18000,3,1,3,1
STU_2581,3.44,15,6,10,Below 10k,0,0,0,1,0,Transitional,2,2026,1,833,8000,3,2,1,0
STU_2582,2.73,12,3,8,16-20K,1,0,2,1,0,Transitional,5,2026,2,924,18000,3,0,3,0
STU_2583,3.21,9,0,15,10-15K,1,0,1,1,0,Transitional,4,2026,2,903,12500,3,1,2,1
STU_2584,3.1,10,7,0,16-20K,0,0,2,1,1,Transitional,5,2026,2,930,18000,3,1,3,1
STU_2585,3.82,5,1,17,Below 10k,1,0,0,2,0,Transitional,6,2026,2,951,8000,3,2,2,1
STU_2586,3.49,5,3,8,Below 10k,0,0,0,1,0,Transitional,2,2026,1,845,8000,3,2,1,0
STU_2587,3.22,20,1,17,16-20K,0,0,2,1,0,Transitional,6,2026,2,952,18000,3,1,3,1
STU_2588,3.2,22,3,8,Below 10k,0,0,0,1,0,Transitional,3,2026,1,871,8000,3,1,1,1
STU_2589,3.28,10,7,0,Below 10k,1,0,0,1,0,Transitional,6,2026,2,962,8000,3,1,1,1
STU_2590,3.48,7,3,8,10-15K,0,0,1,1,0,Transitional,2,2026,1,849,12500,3,2,2,0
STU_2591,2.67,19,6,14,16-20K,0,0,2,1,0,Transitional,3,2026,1,865,18000,3,0,3,0
STU_2592,3.69,16,4,13,Below 10k,1,0,0,2,1,Transitional,4,2026,2,890,8000,3,2,2,1
STU_2593,3.69,4,4,13,10-15K,1,0,1,2,1,Transitional,2,2026,1,831,12500,3,2,3,1
STU_2594,2.56,16,4,13,16-20K,0,0,2,1,0,Transitional,4,2026,2,898,18000,3,0,3,0
STU_2595,3.3,9,2,6,Below 10k,0,0,0,1,1,Transitional,3,2026,1,863,8000,3,1,1,1
STU_2596,2.68,3,2,6,Below 10k,0,0,0,1,0,Transitional,2,2026,1,824,8000,3,0,1,0
STU_2597,3.43,13,5,9,Below 10k,0,0,0,1,0,Transitional,2,2026,1,830,8000,3,2,1,0
STU_2598,3.05,13,0,5,10-15K,0,0,1,1,0,Transitional,6,2026,2,956,12500,3,1,2,1
STU_2599,3.59,2,5,9,10-15K,1,0,1,2,1,Transitional,2,2026,1,832,12500,3,2,3,1
STU_2600,2.57,19,6,14,10-15K,0,0,1,1,0,Transitional,5,2026,2,924,12500,3,0,2,0
STU_2601,2.64,7,3,8,Below 10k,1,0,0,1,0,Transitional,2,2026,1,831,8000,3,0,1,0
STU_2602,3.41,9,7,0,16-20K,0,0,2,1,0,Transitional,5,2026,2,927,18000,3,2,3,0
STU_2603,2.7,5,3,8,Below 10k,1,0,0,1,0,Transitional,6,2026,2,944,8000,3,0,1,0
STU_2604,2.75,9,0,4,10-15K,0,0,1,1,1,Transitional,3,2026,1,871,12500,3,0,2,0
STU_2605,3.47,7,7,0,Below 10k,0,0,0,1,0,Transitional,6,2026,2,966,8000,3,2,1,0
STU_2606,3.43,22,3,8,16-20K,0,0,2,1,0,Transitional,3,2026,1,860,18000,3,2,3,0
STU_2607,2.75,2,5,9,10-15K,1,0,1,1,0,Transitional,2,2026,1,828,12500,3,0,2,0
STU_2608,3.24,16,6,14,Below 10k,0,0,0,1,0,Transitional,3,2026,1,881,8000,3,1,1,1
STU_2609,3.13,9,2,6,16-20K,1,0,2,1,0,Transitional,2,2026,1,825,18000,3,1,3,1
STU_2610,2.88,13,0,4,Below 10k,0,0,0,1,0,Transitional,5,2026,2,941,8000,3,0,1,0
STU_2611,3.1,1,4,13,10-15K,1,0,1,1,0,Transitional,6,2026,2,952,12500,3,1,2,1
STU_2612,3.8,5,1,18,10-15K,0,0,1,2,0,Transitional,4,2026,2,903,12500,3,2,3,1
STU_2613,3.78,21,0,5,10-15K,0,0,1,2,1,Transitional,6,2026,2,957,12500,3,2,3,1
STU_2614,2.58,6,6,10,10-15K,1,0,1,1,0,Transitional,5,2026,2,922,12500,3,0,2,0
STU_2615,2.1,20,1,17,Below 10k,1,0,0,0,0,Transitional,2,2026,1,841,8000,3,0,0,1
STU_2616,2.65,12,6,3,16-20K,0,0,2,1,0,Transitional,6,2026,2,967,18000,3,0,3,0
STU_2617,3.44,15,6,3,Below 10k,1,0,0,1,0,Transitional,4,2026,2,896,8000,3,2,1,0
STU_2618,3.84,8,7,0,Below 10k,0,0,0,2,0,Transitional,5,2026,2,918,8000,3,2,2,1
STU_2619,3.37,9,2,6,Below 10k,1,0,0,1,0,Transitional,6,2026,2,944,8000,3,1,1,1
STU_2620,3.0,0,7,0,10-15K,1,0,1,1,0,Transitional,3,2026,1,856,12500,3,1,2,1
STU_2621,3.3,19,6,1,Below 10k,1,0,0,1,0,Transitional,4,2026,2,883,8000,3,1,1,1
STU_2622,2.1,7,3,8,16-20K,0,0,2,0,0,Transitional,4,2026,2,906,18000,3,0,2,1
STU_2623,3.19,4,4,13,Below 10k,0,0,0,1,0,Transitional,6,2026,2,965,8000,3,1,1,1
STU_2624,3.32,4,4,13,Below 10k,0,0,0,1,0,Transitional,6,2026,2,963,8000,3,1,1,1
STU_2625,3.18,12,6,14,16-20K,1,0,2,1,1,Transitional,3,2026,1,873,18000,3,1,3,1
STU_2626,2.44,9,7,0,10-15K,0,0,1,0,0,Transitional,3,2026,1,879,12500,3,0,1,1
STU_2627,3.37,19,6,10,Below 10k,1,0,0,1,0,Transitional,5,2026,2,919,8000,3,1,1,1
STU_2628,3.21,12,3,8,16-20K,1,0,2,1,1,Transitional,6,2026,2,956,18000,3,1,3,1
STU_2629,3.23,0,7,0,10-15K,0,0,1,1,0,Transitional,6,2026,2,966,12500,3,1,2,1
STU_2630,3.62,15,6,1,16-20K,0,0,2,2,0,Transitional,5,2026,2,923,18000,3,2,4,1
STU_2631,3.15,5,3,8,16-20K,0,0,2,1,0,Transitional,3,2026,1,881,18000,3,1,3,1
STU_2632,2.78,18,0,4,10-15K,0,0,1,1,0,Transitional,4,2026,2,897,12500,3,0,2,0
STU_2633,3.44,10,7,0,16-20K,1,0,2,1,0,Transitional,3,2026,1,854,18000,3,2,3,0
STU_2634,3.44,12,3,8,10-15K,0,0,1,1,0,Transitional,3,2026,1,875,12500,3,2,2,0
STU_2635,3.28,7,7,0,10-15K,1,0,1,1,0,Transitional,4,2026,2,909,12500,3,1,2,1
STU_2636,3.67,4,4,13,16-20K,1,0,2,2,1,Transitional,2,2026,1,836,18000,3,2,4,1
STU_2637,3.33,13,5,9,10-15K,0,0,1,1,1,Transitional,3,2026,1,877,12500,3,1,2,1
STU_2638,3.14,14,4,13,Below 10k,0,0,0,1,0,Transitional,6,2026,2,945,8000,3,1,1,1
STU_2639,3.26,13,5,9,16-20K,0,0,2,1,0,Transitional,5,2026,2,927,18000,3,1,3,1
STU_2640,3.35,16,6,12,Below 10k,1,0,0,1,0,Transitional,5,2026,2,931,8000,3,1,1,1
STU_2641,3.84,13,0,16,10-15K,0,0,1,2,0,Transitional,4,2026,2,885,12500,3,2,3,1
STU_2642,2.59,4,4,13,16-20K,0,0,2,1,0,Transitional,6,2026,2,965,18000,3,0,3,0
STU_2643,2.53,7,1,11,10-15K,1,0,1,1,0,Transitional,5,2026,2,936,12500,3,0,2,0
